sample_id,source_dataset,source_version,source_path,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,selection_reason,sha256,locator_type,image_locator,annotation_locator,parquet_row_index,output_image,output_annotation,annotation_sha256,materialized_width,materialized_height,materialized_image_format,materialized_readable
cif_0011,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210616133411_0023_SUPR_2304_2304.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133411_0023_SUPR.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133411_0023_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack|Spalling,crack|spalling,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,a0dd6c2ee82570e2c2f97e07e5e10f959ce8fa7b4d98a7377bca8b9fd92fa2bd,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,335,data/feasibility_v0/images/cif/cif_0011.jpg,data/feasibility_v0/annotations/cif/cif_0011.json,d2a84c14c52c42f58a876c85c8fa69d0e4847232dd7139ede863e91142e76a1d,1024,1024,JPEG,True
cif_0012,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_8962_0_1536.jpg,004/dump3/IMG_8962.jpg,004/dump3/IMG_8962.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,99708914bc85ec5185733b392cc951a9141bf8474c79abf336eb926ef1ae31af,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,564,data/feasibility_v0/images/cif/cif_0012.jpg,data/feasibility_v0/annotations/cif/cif_0012.json,0bdbf20e103dc70cce023b886eaa894b7791bdb6969a9b3032e1344c86c2a87e,1024,1024,JPEG,True
cif_0013,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210607134539_0055_SUPR_0_768.JPG,Pille 12/S/DJI_20210607134342_0010_SUPR/DJI_20210607134539_0055_SUPR.JPG,Pille 12/S/DJI_20210607134342_0010_SUPR/DJI_20210607134539_0055_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack|Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,7948cfcd6abd6cf118f19dd560c4ddb3c98961dd7a40d3de7dbf95d5d5887117,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,445,data/feasibility_v0/images/cif/cif_0013.jpg,data/feasibility_v0/annotations/cif/cif_0013.json,9ce1ffffb08fd616892e7abadc8e323b9e4f55792d28a4f26d6ca57d5cde7ea7,1024,1024,JPEG,True
cif_0014,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210616133440_0037_SUPR_1536_0.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133440_0037_SUPR.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133440_0037_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,7bbb0bdb772b0f7ed0b632ba9c0c78db1adaeb5429e4aff981b1f92d80cee94e,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,201,data/feasibility_v0/images/cif/cif_0014.jpg,data/feasibility_v0/annotations/cif/cif_0014.json,097c50a3618bc21fe2230c6964aa5b1c19717a32b83e1bcaf565ac717ee3d960,1024,1024,JPEG,True
cif_0015,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210601101218_0022_SUPR_768_3072.JPG,Pille 26/N/DJI_20210601101131_0006_SUPR/DJI_20210601101218_0022_SUPR.JPG,Pille 26/N/DJI_20210601101131_0006_SUPR/DJI_20210601101218_0022_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,5a85318c94b58ba858da10a244cbed67f4b805d614e7eb8428b8b6654f8a11ab,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,927,data/feasibility_v0/images/cif/cif_0015.jpg,data/feasibility_v0/annotations/cif/cif_0015.json,4a29488832625015b6ca6f6e2b6603cdace13655c629d1d741b97fe6eb6f3936,1024,1024,JPEG,True
cif_0016,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,DJI_20230418143842_0007_SUPR_4608_0.JPG,Pillar WEST/E/DJI_20230418143828_0006_SUPR/DJI_20230418143842_0007_SUPR.JPG,Pillar WEST/E/DJI_20230418143828_0006_SUPR/DJI_20230418143842_0007_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,5b92b75d83a1903a6a081e72e00a6a891f46ff92d07c044989921f730ed94c73,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,639,data/feasibility_v0/images/cif/cif_0016.jpg,data/feasibility_v0/annotations/cif/cif_0016.json,3ee8622c9cbe9a31fdb6e0fecf722198283cec7a95ce34a8dd28b99bcfb732b3,1024,1024,JPEG,True
cif_0017,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210601101421_0028_SUPR_768_1536.JPG,Pille 26/N/DJI_20210601101321_0007_SUPR/DJI_20210601101421_0028_SUPR.JPG,Pille 26/N/DJI_20210601101321_0007_SUPR/DJI_20210601101421_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack|Net-Crack|Spalling,crack|spalling,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,56293da18e61182a0d011658c07389071e732a272f6143cb8c639264bde94531,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,424,data/feasibility_v0/images/cif/cif_0017.jpg,data/feasibility_v0/annotations/cif/cif_0017.json,51dcc68d3e8dd67efcbdc2529b9320e5ba667af8a82bd9e19ce62cbe734a6971,1024,1024,JPEG,True
cif_0018,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,DJI_20221118134343_0026_SUPR_2304_768.JPG,DJI_202211181335_001_Pillar/DJI_20221118134250_0001_SUPR Pillar zoom 10/DJI_20221118134343_0026_SUPR.JPG,DJI_202211181335_001_Pillar/DJI_20221118134250_0001_SUPR Pillar zoom 10/DJI_20221118134343_0026_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack|Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,9f799ca8c140d1fcf770d9793a9759704616301340506f66b4c779451f8d9d50,parquet_row,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,965,data/feasibility_v0/images/cif/cif_0018.jpg,data/feasibility_v0/annotations/cif/cif_0018.json,3a3c9880ec176c43e3ea6d168eb4d0fe47556f829c93ad74a82fc99465980a14,1024,1024,JPEG,True
cif_0019,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_8973_2304_768.jpg,004/dump3/IMG_8973.jpg,004/dump3/IMG_8973.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack|Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,cf0801099740680754f8174cdd12071538941db5723db681d41195461c18609a,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,295,data/feasibility_v0/images/cif/cif_0019.jpg,data/feasibility_v0/annotations/cif/cif_0019.json,41f1ef68c2df40082b6f796c738a937a1fc9785a00bcd1a450e485997345853a,1024,1024,JPEG,True
cif_0020,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,DJI_20210601105830_0002_SUPR_3840_2304.JPG,Pille 25/N/DJI_20210601105826_0007_SUPR/DJI_20210601105830_0002_SUPR.JPG,Pille 25/N/DJI_20210601105826_0007_SUPR/DJI_20210601105830_0002_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,fbe5e3febfa79e39618d12ae51ef4f9d390056ec574fa99ce09c5d350fccf3e2,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,127,data/feasibility_v0/images/cif/cif_0020.jpg,data/feasibility_v0/annotations/cif/cif_0020.json,cd7827740fcf46aa0bb97a8d41c016c674596d8f7459acf79af3a75964d9e836,1024,1024,JPEG,True
cif_0021,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210824155056_0050_SUPR_3072_1536.JPG,AB18 - The sloping Part (South)/DJI_20210824154908_0011_SUPR/DJI_20210824155056_0050_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824154908_0011_SUPR/DJI_20210824155056_0050_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack|Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,23cdf6e53635c82e9ef14e164ccc75a9e9e8e6232d506090344cfefb4a9bbc1d,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,1036,data/feasibility_v0/images/cif/cif_0021.jpg,data/feasibility_v0/annotations/cif/cif_0021.json,e3fda840156bee70a20163518f986ae7e41a29cb9e44c6082f2370219503fb06,1024,1024,JPEG,True
cif_0022,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200819_132850_PW22_IMGZOOM_DJI_20200819132849_0099_ZOOM_1536_768.JPG,West_approach/PW22/ORE2020A_20200819_132850_PW22_IMGZOOM_DJI_20200819132849_0099_ZOOM.JPG,West_approach/PW22/ORE2020A_20200819_132850_PW22_IMGZOOM_DJI_20200819132849_0099_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Algae|Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,b48b4f40729f6a3136e004b1f743feb5d3dd510f4f8b34c456497024759e00d6,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,176,data/feasibility_v0/images/cif/cif_0022.jpg,data/feasibility_v0/annotations/cif/cif_0022.json,18cdc0fce30f4e96f227a28d35a92fead9acd23be228aaefa72d5bfd27d4cb65,1024,1024,JPEG,True
cif_0023,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210824093912_0056_SUPR_2304_1536.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824093713_0001_SUPR/DJI_20210824093912_0056_SUPR.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824093713_0001_SUPR/DJI_20210824093912_0056_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,6bc9079460197ac2dcf09cd1d461b76953cdd5908304b7bb525fba3fea6db237,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,518,data/feasibility_v0/images/cif/cif_0023.jpg,data/feasibility_v0/annotations/cif/cif_0023.json,ec421d7535b4b9beb6047aa33087661e5a0344aa6b413c92c620fc35ee5d7e43,1024,1024,JPEG,True
cif_0024,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210616133436_0035_SUPR_768_0.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133436_0035_SUPR.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133436_0035_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,231aa7e43fd9525a8f344958b34141844713dfa82c57cb0805734dbac836d6be,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,41,data/feasibility_v0/images/cif/cif_0024.jpg,data/feasibility_v0/annotations/cif/cif_0024.json,aaf68c97f32f76ae48c522e916e1ea32bfdc85158a9fe60863b4c622260ec4bc,1024,1024,JPEG,True
cif_0025,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210602103753_0010_SUPR_0_3072.JPG,Pille 24/S/DJI_20210602103732_0007_SUPR/DJI_20210602103753_0010_SUPR.JPG,Pille 24/S/DJI_20210602103732_0007_SUPR/DJI_20210602103753_0010_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Net-Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Net-Crack,4eb1bde79d9a89f2e28effd51f2c2b7e6a0df3823ad03e3ea3d9cd76e23dc0b9,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,234,data/feasibility_v0/images/cif/cif_0025.jpg,data/feasibility_v0/annotations/cif/cif_0025.json,d19b4d2c4c2d8d9c0f9030226af26661a50b70112fde3c5207a3ca9e7e56e331,1024,1024,JPEG,True
cif_0026,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,DJI_20210601105211_0019_SUPR_768_768.JPG,Pille 25/N/DJI_20210601105131_0004_SUPR/DJI_20210601105211_0019_SUPR.JPG,Pille 25/N/DJI_20210601105131_0004_SUPR/DJI_20210601105211_0019_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Rust,rust_staining,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Rust,8d30ca35e30a2d679a9e885466f086d5d7308ca9d4a9a4bbb3fd0ba457bc5035,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,261,data/feasibility_v0/images/cif/cif_0026.jpg,data/feasibility_v0/annotations/cif/cif_0026.json,ed5a7a2efa8b25961061639d81f453d59b93eba01f7765f7f69874afa1a93827,1024,1024,JPEG,True
cif_0027,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00083-of-00084.parquet,IMG_7551Resized_20170718102744_0_0.jpg,Steel/IMG_7551Resized_20170718102744.jpg,Steel/IMG_7551Resized_20170718102744.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Algae|Rust,rust_staining,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Rust,7b3eb56307482c3d878a4b0b324cea50a506a1b02d8fdc8adfe262ed3486e49d,parquet_row,datasets/CiF-tiled/data/train_tiled-00083-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00083-of-00084.parquet,929,data/feasibility_v0/images/cif/cif_0027.jpg,data/feasibility_v0/annotations/cif/cif_0027.json,c1c141f56bd9c07b1e5117a1b38da677444de359f1bcd1814eb1faf20a51970c,1024,1024,JPEG,True
cif_0028,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00083-of-00084.parquet,IMG_2290Resized_20150731122756_0_0.jpg,Steel/IMG_2290Resized_20150731122756.jpg,Steel/IMG_2290Resized_20150731122756.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Rust,rust_staining,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Rust,f7eb89771630ed167625e8586081a9f419b3c927f4b92da011df9f1d64814ee2,parquet_row,datasets/CiF-tiled/data/train_tiled-00083-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00083-of-00084.parquet,693,data/feasibility_v0/images/cif/cif_0028.jpg,data/feasibility_v0/annotations/cif/cif_0028.json,237a64633b95a1565062c6931291171e616085d19852df6f300074fb65433725,1024,1024,JPEG,True
