record_id,source,split,parent_id,crop_name,folder,native_labels,canonical_labels,annotation_status,annotation_type,archive_path,image_member,metadata_member,license
codebrim_cls_test_image_0000058_crop_0000003,CODEBRIM-classification,test,image_0000058,image_0000058_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000058_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000058_crop_0000004,CODEBRIM-classification,test,image_0000058,image_0000058_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000058_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000058_crop_0000005,CODEBRIM-classification,test,image_0000058,image_0000058_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000058_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000063_crop_0000001,CODEBRIM-classification,test,image_0000063,image_0000063_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000063_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000063_crop_0000002,CODEBRIM-classification,test,image_0000063,image_0000063_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000063_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000063_crop_0000003,CODEBRIM-classification,test,image_0000063,image_0000063_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000063_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000063_crop_0000004,CODEBRIM-classification,test,image_0000063,image_0000063_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000063_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000063_crop_0000005,CODEBRIM-classification,test,image_0000063,image_0000063_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000063_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000070_crop_0000001,CODEBRIM-classification,test,image_0000070,image_0000070_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000070_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000070_crop_0000002,CODEBRIM-classification,test,image_0000070,image_0000070_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000070_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000070_crop_0000003,CODEBRIM-classification,test,image_0000070,image_0000070_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000070_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000070_crop_0000004,CODEBRIM-classification,test,image_0000070,image_0000070_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000070_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000070_crop_0000005,CODEBRIM-classification,test,image_0000070,image_0000070_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000070_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000072_crop_0000001,CODEBRIM-classification,test,image_0000072,image_0000072_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000072_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000072_crop_0000002,CODEBRIM-classification,test,image_0000072,image_0000072_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000072_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000072_crop_0000003,CODEBRIM-classification,test,image_0000072,image_0000072_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000072_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000072_crop_0000004,CODEBRIM-classification,test,image_0000072,image_0000072_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000072_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000072_crop_0000005,CODEBRIM-classification,test,image_0000072,image_0000072_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000072_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000073_crop_0000001,CODEBRIM-classification,test,image_0000073,image_0000073_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000073_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000073_crop_0000002,CODEBRIM-classification,test,image_0000073,image_0000073_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000073_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000073_crop_0000003,CODEBRIM-classification,test,image_0000073,image_0000073_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000073_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000073_crop_0000004,CODEBRIM-classification,test,image_0000073,image_0000073_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000073_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000073_crop_0000005,CODEBRIM-classification,test,image_0000073,image_0000073_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000073_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000075_crop_0000001,CODEBRIM-classification,test,image_0000075,image_0000075_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000075_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000075_crop_0000002,CODEBRIM-classification,test,image_0000075,image_0000075_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000075_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000075_crop_0000003,CODEBRIM-classification,test,image_0000075,image_0000075_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000075_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000075_crop_0000004,CODEBRIM-classification,test,image_0000075,image_0000075_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000075_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000075_crop_0000005,CODEBRIM-classification,test,image_0000075,image_0000075_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000075_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000077_crop_0000001,CODEBRIM-classification,test,image_0000077,image_0000077_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000077_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000084_crop_0000001,CODEBRIM-classification,test,image_0000084,image_0000084_crop_0000001.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000084_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000092_crop_0000001,CODEBRIM-classification,test,image_0000092,image_0000092_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000092_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000119_crop_0000001,CODEBRIM-classification,test,image_0000119,image_0000119_crop_0000001.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000119_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000124_crop_0000001,CODEBRIM-classification,test,image_0000124,image_0000124_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000124_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000124_crop_0000002,CODEBRIM-classification,test,image_0000124,image_0000124_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000124_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000124_crop_0000003,CODEBRIM-classification,test,image_0000124,image_0000124_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000124_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000124_crop_0000004,CODEBRIM-classification,test,image_0000124,image_0000124_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000124_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000124_crop_0000005,CODEBRIM-classification,test,image_0000124,image_0000124_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000124_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000127_crop_0000001,CODEBRIM-classification,test,image_0000127,image_0000127_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000127_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000127_crop_0000002,CODEBRIM-classification,test,image_0000127,image_0000127_crop_0000002.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000127_crop_0000002.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000131_crop_0000001,CODEBRIM-classification,test,image_0000131,image_0000131_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000131_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000131_crop_0000002,CODEBRIM-classification,test,image_0000131,image_0000131_crop_0000002.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000131_crop_0000002.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000144_crop_0000001,CODEBRIM-classification,test,image_0000144,image_0000144_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000144_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000151_crop_0000001,CODEBRIM-classification,test,image_0000151,image_0000151_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000151_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000151_crop_0000002,CODEBRIM-classification,test,image_0000151,image_0000151_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000151_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000151_crop_0000003,CODEBRIM-classification,test,image_0000151,image_0000151_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000151_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000151_crop_0000004,CODEBRIM-classification,test,image_0000151,image_0000151_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000151_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000151_crop_0000005,CODEBRIM-classification,test,image_0000151,image_0000151_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000151_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000164_crop_0000001,CODEBRIM-classification,test,image_0000164,image_0000164_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000164_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000164_crop_0000002,CODEBRIM-classification,test,image_0000164,image_0000164_crop_0000002.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000164_crop_0000002.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000164_crop_0000003,CODEBRIM-classification,test,image_0000164,image_0000164_crop_0000003.png,defects,Crack,crack,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000164_crop_0000003.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000168_crop_0000001,CODEBRIM-classification,test,image_0000168,image_0000168_crop_0000001.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000168_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000169_crop_0000001,CODEBRIM-classification,test,image_0000169,image_0000169_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000169_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000173_crop_0000001,CODEBRIM-classification,test,image_0000173,image_0000173_crop_0000001.png,defects,Efflorescence|CorrosionStain,efflorescence_leaching|rust_staining,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000173_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000205_crop_0000001,CODEBRIM-classification,test,image_0000205,image_0000205_crop_0000001.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000205_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000264_crop_0000001,CODEBRIM-classification,test,image_0000264,image_0000264_crop_0000001.png,defects,Spallation|ExposedBars|CorrosionStain,exposed_rebar|rust_staining|spalling,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000264_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000304_crop_0000001,CODEBRIM-classification,test,image_0000304,image_0000304_crop_0000001.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000304_crop_0000001.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000304_crop_0000002,CODEBRIM-classification,test,image_0000304,image_0000304_crop_0000002.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000304_crop_0000002.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000304_crop_0000003,CODEBRIM-classification,test,image_0000304,image_0000304_crop_0000003.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000304_crop_0000003.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000304_crop_0000004,CODEBRIM-classification,test,image_0000304,image_0000304_crop_0000004.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000304_crop_0000004.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000304_crop_0000005,CODEBRIM-classification,test,image_0000304,image_0000304_crop_0000005.png,background,Background,no_visible_target_defect,verified_negative,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/background/image_0000304_crop_0000005.png,classification_dataset/metadata/background.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000313_crop_0000001,CODEBRIM-classification,test,image_0000313,image_0000313_crop_0000001.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000313_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
codebrim_cls_test_image_0000319_crop_0000001,CODEBRIM-classification,test,image_0000319,image_0000319_crop_0000001.png,defects,Efflorescence,efflorescence_leaching,positive,multi-label crop classification,datasets/CODEBRIM/CODEBRIM_classification_dataset.zip,classification_dataset/test/defects/image_0000319_crop_0000001.png,classification_dataset/metadata/defects.xml,custom non-commercial research/educational license
