record_id,split,source_image_id,image_archive,image_member,annotation_archive,annotation_member,sha256,selected_after_exact_dedup,exact_group_size,exact_keeper_record_id,decision_reason,test_locked
cubit_test_cr1_1084,test,CR1_1084,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1084.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1084.txt,71d6f1a69c5b091acdc2a28b4a06403a7a17e2c7659f0a6fd68716ac9484612d,True,1,cubit_test_cr1_1084,unique_sha256,True
cubit_test_cr1_109,test,CR1_109,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_109.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_109.txt,4e76271d49399f589c55ed78ec4b1360040e2a063633ed5511c5e9d11c17f642,True,1,cubit_test_cr1_109,unique_sha256,True
cubit_test_cr1_11,test,CR1_11,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_11.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_11.txt,d8b36947105ee7f1ddb6c48244c1db4e0eb0c727ce9f11a9e25d31d033256185,True,1,cubit_test_cr1_11,unique_sha256,True
cubit_test_cr1_1100,test,CR1_1100,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1100.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1100.txt,bc09c1dcbdf607858267f078e81abda0111d42c827ca1fa2230e7c9660f05437,True,1,cubit_test_cr1_1100,unique_sha256,True
cubit_test_cr1_1104,test,CR1_1104,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1104.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1104.txt,f1bf93b3fcd069a1b442e51a8b700c456504b93f1e4a8c983d7cbd7f5579d770,True,1,cubit_test_cr1_1104,unique_sha256,True
cubit_test_cr1_1120,test,CR1_1120,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1120.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1120.txt,9a9f88d656371b55560d9bc0cf37a1c42772aaa75e11674f8acdc2f25c549df0,True,1,cubit_test_cr1_1120,unique_sha256,True
cubit_test_cr1_1133,test,CR1_1133,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1133.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1133.txt,9649a3c299f0efffd57d96ef6f613554198402a089f6cc27464cdb043592bce0,True,1,cubit_test_cr1_1133,unique_sha256,True
cubit_test_cr1_1134,test,CR1_1134,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1134.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1134.txt,fef0c55cd52aa4ddd45a2a3a588f2f4610386047931cd337bdaae84325753f39,True,1,cubit_test_cr1_1134,unique_sha256,True
cubit_test_cr1_1145,test,CR1_1145,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1145.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1145.txt,71ecf8c47ef121d214944a8cce4be5eedad5b7cd4dc3b9d9f7c350b098a7fc45,True,1,cubit_test_cr1_1145,unique_sha256,True
cubit_test_cr1_1149,test,CR1_1149,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1149.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1149.txt,28212434cc23b0d94d5548d21fe016a36eba6e5b080ee18ef7c24991dfec188e,True,1,cubit_test_cr1_1149,unique_sha256,True
cubit_test_cr1_1152,test,CR1_1152,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1152.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1152.txt,2b7cab227163d294dbd924863c81648ddba0403160650d0fbdaa3aca2dcd9aac,True,1,cubit_test_cr1_1152,unique_sha256,True
cubit_test_cr1_1168,test,CR1_1168,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1168.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1168.txt,4644454469d2f65fa8d8aa15af2fd4499f32c4818f2643cbdc64b2cd1d8c722c,True,1,cubit_test_cr1_1168,unique_sha256,True
cubit_test_cr1_1172,test,CR1_1172,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1172.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1172.txt,72d194ffd7e80ebc6c5c2451c39ff370cc35efe8dd6816b65a1acde8e23d1dca,True,1,cubit_test_cr1_1172,unique_sha256,True
cubit_test_cr1_1180,test,CR1_1180,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1180.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1180.txt,69a0bd228b36e364965d0e36c323646a331f73c5f447590a6e66e16726f39abf,True,1,cubit_test_cr1_1180,unique_sha256,True
cubit_test_cr1_1183,test,CR1_1183,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1183.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1183.txt,6cb6658e618525396f474431908dfad028ca63bde23f8a08cd1e20a1038b9539,True,1,cubit_test_cr1_1183,unique_sha256,True
cubit_test_cr1_1187,test,CR1_1187,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1187.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1187.txt,39d74d56578d2f80dcc1c685b027c28092774a26e8d1e17053fd9d4c39ee4c68,True,1,cubit_test_cr1_1187,unique_sha256,True
cubit_test_cr1_1200,test,CR1_1200,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1200.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1200.txt,05c61e85a90df45691a92093de4887241af933dd6e27a22642ebd4070a45c163,True,1,cubit_test_cr1_1200,unique_sha256,True
cubit_test_cr1_1216,test,CR1_1216,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1216.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1216.txt,65e3a90bfc778a2a28cf949346cab75a4d164745e679d90f1d9fd8e483acbc24,True,1,cubit_test_cr1_1216,unique_sha256,True
cubit_test_cr1_1218,test,CR1_1218,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1218.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1218.txt,0e1209ba072e458432fe77cb4e109ffa4f1d95090ff0a2d6a59f8a84644da3d8,True,1,cubit_test_cr1_1218,unique_sha256,True
cubit_test_cr1_1222,test,CR1_1222,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1222.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1222.txt,625453abfef5da932b9198abc9ff1f8ea9162ef0506563669e4eef4ceef9778b,True,1,cubit_test_cr1_1222,unique_sha256,True
cubit_test_cr1_1223,test,CR1_1223,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1223.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1223.txt,9a8b615da6c0d1d9c248b28434a64cf47023198512c246c98e6725833b5198c8,True,1,cubit_test_cr1_1223,unique_sha256,True
cubit_test_cr1_1227,test,CR1_1227,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1227.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1227.txt,2dce43f22577e98308bf8de2014f83916de4a16b81cc3e6b5fb408b5476a1ae9,True,1,cubit_test_cr1_1227,unique_sha256,True
cubit_test_cr1_1248,test,CR1_1248,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1248.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1248.txt,ac95856c5afba55692706ab2109adf0255e5387530435bb34bef5627ea4ba36f,True,1,cubit_test_cr1_1248,unique_sha256,True
cubit_test_cr1_1272,test,CR1_1272,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1272.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1272.txt,5cbd70e047967fb066407dd7e43ee3e776b53388d1e423748288eb78f5691b63,True,1,cubit_test_cr1_1272,unique_sha256,True
cubit_test_cr1_1275,test,CR1_1275,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1275.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1275.txt,3662890beb1de804256abc3103e8931b04f3c2eda26b7363576d7c3008054981,True,1,cubit_test_cr1_1275,unique_sha256,True
cubit_test_cr1_1276,test,CR1_1276,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1276.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1276.txt,9a88ce6289b43c6b4a0eafb7a942dea6ad4de35bfb671dadc9da575ed6491a85,True,1,cubit_test_cr1_1276,unique_sha256,True
cubit_test_cr1_1296,test,CR1_1296,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1296.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1296.txt,024f94bdc0bcabd744e94199f6275557085f654e7851edf2ba4d405b934ca723,True,1,cubit_test_cr1_1296,unique_sha256,True
cubit_test_cr1_1303,test,CR1_1303,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1303.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1303.txt,7ea7aab83ac78fa3f8523397d7b0ebfc30925efec91ea86dfe566884c6e8f38a,True,1,cubit_test_cr1_1303,unique_sha256,True
cubit_test_cr1_1310,test,CR1_1310,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1310.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1310.txt,29d00b40906a271ad6167381515017824e4d4f3d7fd36c4b8c1fa4b1cb5d5d32,True,1,cubit_test_cr1_1310,unique_sha256,True
cubit_test_cr1_1323,test,CR1_1323,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1323.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1323.txt,bf0e9e559e8062a8961f897f1cabee0828a4021b485caddab9efd5dfa3491060,True,1,cubit_test_cr1_1323,unique_sha256,True
cubit_test_cr1_1326,test,CR1_1326,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1326.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1326.txt,479c880d78f34b1b20f2f70c2ea180b1641ab70b42a0d2c2baa7c44de51956db,True,1,cubit_test_cr1_1326,unique_sha256,True
cubit_test_cr1_1330,test,CR1_1330,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1330.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1330.txt,96155d2430e2979d2792356f45426476d6f6dbf2fb3fe15751af2ef3ec063c9c,True,1,cubit_test_cr1_1330,unique_sha256,True
cubit_test_cr1_1333,test,CR1_1333,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1333.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1333.txt,f1213359af340be6b9811f0baf635fcb57fbc34f9ef0c22c491fcd5562d61ffb,True,1,cubit_test_cr1_1333,unique_sha256,True
cubit_test_cr1_1336,test,CR1_1336,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1336.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1336.txt,cd0ad4710f40a73f02a1f0a610d5e26dff086f54a3e9c357f0cf971d9c421c8a,True,1,cubit_test_cr1_1336,unique_sha256,True
cubit_test_cr1_1345,test,CR1_1345,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1345.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1345.txt,99ba4fbbcba6f86de6d44655749d5f45bf0fa3da34ec543558d217b3b35d38fd,True,1,cubit_test_cr1_1345,unique_sha256,True
cubit_test_cr1_1352,test,CR1_1352,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1352.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1352.txt,06d72b381d7444ecac5cdacd3dfdfa537549df73ae69657ef6814b914d7fe160,True,1,cubit_test_cr1_1352,unique_sha256,True
cubit_test_cr1_1360,test,CR1_1360,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1360.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1360.txt,6818eaa4c0dff1943dde2692f37311dc2288ee0bc63d6537f74b7be53743e384,True,1,cubit_test_cr1_1360,unique_sha256,True
cubit_test_cr1_1368,test,CR1_1368,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1368.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1368.txt,5bca909f141a851fb8a6910306ebca983a229f53f449cd87745e55aa18f18b0e,True,1,cubit_test_cr1_1368,unique_sha256,True
cubit_test_cr1_138,test,CR1_138,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_138.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_138.txt,7482dda8da3f28c6e9ea05ef8dee202c6b2233b9e6aa5b37ec9b09dce3b08834,True,1,cubit_test_cr1_138,unique_sha256,True
cubit_test_cr1_14,test,CR1_14,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_14.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_14.txt,f4ddd7b4bff8e11ed84e44c31a92bd899e203703f65b19dbb75e76c9a533e89b,True,1,cubit_test_cr1_14,unique_sha256,True
cubit_test_cr1_1405,test,CR1_1405,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1405.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1405.txt,202f65f77df37ba129c2c82ade23b34d268401626e08cd31a6ef7a0b0e59d62e,True,1,cubit_test_cr1_1405,unique_sha256,True
cubit_test_cr1_1407,test,CR1_1407,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1407.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1407.txt,b6ee912aed808800092fb37a8f64defd52eebb9503bf5b52a5878342197c7593,True,1,cubit_test_cr1_1407,unique_sha256,True
cubit_test_cr1_1408,test,CR1_1408,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1408.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1408.txt,9e4236bd4d66d4da6cada826008ffea57de5bc85c0c72a2278154f020e6dbb32,True,1,cubit_test_cr1_1408,unique_sha256,True
cubit_test_cr1_1410,test,CR1_1410,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1410.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1410.txt,0357d332b3966ce7e2d1432a075be955c7c2ece4b1cab0a9e9398958e8183d79,True,1,cubit_test_cr1_1410,unique_sha256,True
cubit_test_cr1_1423,test,CR1_1423,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1423.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1423.txt,8573faeba768f00f3dd7451eab3e9030e53146ab3111d1e6fd23037d2678767a,True,1,cubit_test_cr1_1423,unique_sha256,True
cubit_test_cr1_1427,test,CR1_1427,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1427.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1427.txt,935f4c64a9e9f061fe26004c9c22079e7277bc8be3c2ecfbac630e72329c172c,True,1,cubit_test_cr1_1427,unique_sha256,True
cubit_test_cr1_1434,test,CR1_1434,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1434.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1434.txt,8e96cbf3f06640e8d325236d82811c81f7905f11a210b8c744c3d7564eca2670,True,1,cubit_test_cr1_1434,unique_sha256,True
cubit_test_cr1_1451,test,CR1_1451,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1451.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1451.txt,7fe14661723e47f514196d202ec30cfe3a40e133360d2924174653ef669b1af6,True,1,cubit_test_cr1_1451,unique_sha256,True
cubit_test_cr1_1454,test,CR1_1454,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1454.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1454.txt,59a353fc70e9bdac00c8f589732b6af8298b3dd6c3f6473daa8a6bad9dae5bbd,True,1,cubit_test_cr1_1454,unique_sha256,True
cubit_test_cr1_1456,test,CR1_1456,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1456.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1456.txt,bde4e799c2f421917fa43085c7e847caa89121c840d831addc2bded4cf8882ad,True,1,cubit_test_cr1_1456,unique_sha256,True
cubit_test_cr1_1461,test,CR1_1461,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1461.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1461.txt,a8e5d0279e13ad59cf5b8ac4048dfb18a4d30d3542444fccef4a9e44b8a74baa,True,1,cubit_test_cr1_1461,unique_sha256,True
cubit_test_cr1_1462,test,CR1_1462,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1462.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1462.txt,5a89bca5b39d56273ac6d1ddb7c6871933ef0616f9b8533d174b6b0780f28767,True,1,cubit_test_cr1_1462,unique_sha256,True
cubit_test_cr1_1463,test,CR1_1463,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1463.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1463.txt,9804a37cc41c8d2e69d25038f170bea7a371e0114f433b2ac4ffc11b66096d32,True,1,cubit_test_cr1_1463,unique_sha256,True
cubit_test_cr1_147,test,CR1_147,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_147.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_147.txt,93ee5e6e1175b286c63963da2fb66793690d69c50d0594be979bb14717bc5628,True,1,cubit_test_cr1_147,unique_sha256,True
cubit_test_cr1_1471,test,CR1_1471,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1471.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1471.txt,3b4e0750ab080882f1a8a2a6f63098f6b83e18ac2ba69d1ab94fb12c12ec8fd8,True,1,cubit_test_cr1_1471,unique_sha256,True
cubit_test_cr1_1482,test,CR1_1482,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1482.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1482.txt,6815a57d537a4795003ac8680261f3e1b4c030a5626c4e5e31a1a0ad8d3b7d9e,True,1,cubit_test_cr1_1482,unique_sha256,True
cubit_test_cr1_1528,test,CR1_1528,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1528.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1528.txt,0cf8b706c9b0ff8c8d364ed07239f58d02b0b8fa31e0cf765a90a4f7fd225be1,True,1,cubit_test_cr1_1528,unique_sha256,True
cubit_test_cr1_1530,test,CR1_1530,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1530.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1530.txt,cb21a966f24914658511e5551f0652e592b085b8009e71eb7167e805363e9e30,True,1,cubit_test_cr1_1530,unique_sha256,True
cubit_test_cr1_1543,test,CR1_1543,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1543.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1543.txt,9c8a67fc4372c2e71c80d81971bb8cbb97a3c80c8fb1959e0e3359381266ee71,True,1,cubit_test_cr1_1543,unique_sha256,True
cubit_test_cr1_1546,test,CR1_1546,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1546.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1546.txt,12062b3ded26f609162b23db9bd378deb77d7ea5894bd823cb028d7d46823c99,True,1,cubit_test_cr1_1546,unique_sha256,True
cubit_test_cr1_156,test,CR1_156,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_156.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_156.txt,7281bf59a763feef219676d085e8d862deec7eaea46e5e1ba412e15405261157,True,1,cubit_test_cr1_156,unique_sha256,True
cubit_test_cr1_1567,test,CR1_1567,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/images.zip,images/CR1_1567.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/test/labels.zip,labels/CR1_1567.txt,e865248c8fee7c8667baaee925dcbdbccda7bfc09439d0f8664ef0dad41fe107,True,1,cubit_test_cr1_1567,unique_sha256,True
