record_id,split,image_archive,image_member,source_image_id,width,height,encoded_size_bytes,sha256,phash64
cubit_train_cr1_1010,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1010.JPG,CR1_1010,4500,3000,2008724,bbd76fd3ed4d2e742ca8373e0b28b24fe5906c1ae6e4d4a0ea0406a096613ba6,6f00000006ffdfff
cubit_train_cr1_1012,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1012.JPG,CR1_1012,4500,3000,1957645,71e91a07522ba590ec7903b3ac4e0131e740fd29b6abfbbf48a255a4788d1d40,073c0c0f1c3f0f3e
cubit_train_cr1_1013,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1013.JPG,CR1_1013,4500,3000,2112725,0b1ec4f8a494ab57f03af6841dd4c95222dcea2e0b014abb33ed522e419bb195,033f0f070f1f070f
cubit_train_cr1_1015,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1015.JPG,CR1_1015,4500,3000,2150752,9a7c75950f6def028f67321d2789b868b473303ba287439feb3f6ee1fb9a7f88,000007001fefffff
cubit_train_cr1_1016,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1016.JPG,CR1_1016,4500,3000,2032431,c038e6f8e6fa3142a2eb1f7417d22e09653ac0a3d7d39fd274f13bbc7ae3ad9a,7f2f008000efc8ff
cubit_train_cr1_1017,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1017.JPG,CR1_1017,4500,3000,1938589,3afb5add12bcf9d6fa18cda094a0a0b8089670916c050f9c18160e88e8702662,0e70011e1cf83edf
cubit_train_cr1_1018,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1018.JPG,CR1_1018,4500,3000,1941762,b0d27b261d3c928a86854e1619f293c94299aa370ddaecf0e0b8851bec6381d5,0778200f0efc1fc7
cubit_train_cr1_1019,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1019.JPG,CR1_1019,4500,3000,1977948,91a5cbe95324bd87fa79bd105ff98920cfa8d75c316ec8cfff8236ac17ece7c7,017fbc07077f0f40
cubit_train_cr1_102,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_102.JPG,CR1_102,4500,3000,3161200,a491b92569d6ac033c8573da662a5d6e6d678af094af218b480b21d81603bec8,45ea998100273ffd
cubit_train_cr1_1020,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1020.JPG,CR1_1020,4500,3000,1976167,4c65e4b7c97499ac54b4d9e89d74b92f03f6ef4e638321b74393bc92178af27b,007fbf00017f03fb
cubit_train_cr1_1022,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1022.JPG,CR1_1022,4500,3000,2016604,7e61c76d24d7ee9e6b623d5d0aae103c6c575725c10766a246d70ed45828f5c2,5f3f0025107f80ef
cubit_train_cr1_1023,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1023.JPG,CR1_1023,4500,3000,2286833,6a6af221ffbf0e0c2de4f4dab5f1495248adc8dbafdb4385f8227707252518c1,00340f1c2e3db7af
cubit_train_cr1_1024,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1024.JPG,CR1_1024,4500,3000,2122672,58bc19da5a43d4102a3ce2623badbff3dd458190c0d49f606cf03b56ba95a0c8,00160f1e2f3e17af
cubit_train_cr1_1025,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1025.JPG,CR1_1025,4500,3000,2266037,b7eead96cf9517ad1fccdb66ee05b41847de65a5309e85c403f659ae09c432e4,402a552a55abd7a7
cubit_train_cr1_1029,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1029.JPG,CR1_1029,4500,3000,2148297,fd803e2855b601745e0647ed5df6566054339d5d4d04e4ea42a25d3fff0cda5e,00352f597d0b3573
cubit_train_cr1_103,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_103.JPG,CR1_103,4500,3000,3016626,cd2fa9d2a4fbf6ab319bcbf38b970455a0fab6fdfc5d4f51bb80222dd82a6d12,6ae5bf80012338fe
cubit_train_cr1_1030,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1030.JPG,CR1_1030,4500,3000,2122396,42839fe498f71c078ad698007d39b39d5badefacd4f23bdbe735d4fa2ddc905d,003a255a5d2b5f7a
cubit_train_cr1_1031,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1031.JPG,CR1_1031,4500,3000,2134251,25c467a68b18bd4d7c5e6bc538b9239807050af40e9ed090a5dde86e67072550,402a556b5e45ba5d
cubit_train_cr1_1032,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1032.JPG,CR1_1032,4500,3000,2102185,c201c4d67eb4459c6f9309de8ceab0efa317084eae452d03097b8178acd72ae4,55aa544d55aa556a
cubit_train_cr1_1033,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1033.JPG,CR1_1033,4500,3000,2111556,54ea162b09b572f447012e248845dca55e0f5bc530280e0901f09ef2151c2fa8,55ad5a552a55552a
cubit_train_cr1_1034,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1034.JPG,CR1_1034,4500,3000,2098164,c0b4def9cace53f74544d547a7bc51945cc66a63e9cb72683ea8cd6e9b465ea3,55b52a5655aaaa2a
cubit_train_cr1_1035,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1035.JPG,CR1_1035,4500,3000,2322232,030c0f6a2f2c602755ca30f41a6912055eebb578629c7c168628b25153cc2fcf,00352e6b14eb0ffc
cubit_train_cr1_1037,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1037.JPG,CR1_1037,4500,3000,2304585,e949dd6d08588fc55855fad83c055aed7e1de74b9b7957095a29bd2bcdddbae4,40aa1755aa55adba
cubit_train_cr1_1038,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1038.JPG,CR1_1038,4500,3000,2134971,da24e72d7fe8bb8cfad78dfc61aa65f51bc07903dd45863b681b281628190e1a,55aa522a557aaa55
cubit_train_cr1_1039,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1039.JPG,CR1_1039,4500,3000,2272206,01834b07cb7632a1457c3b5c7a0c343884b6152f7eb7effb6e1a29c0772c5817,54adaa55aa2a5555
cubit_train_cr1_104,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_104.JPG,CR1_104,4500,3000,3205000,c88737bb7399e43cde09b7a9cb30014f15cff1ec0f53bccfb11d27899fe8df71,6aec858632291cfe
cubit_train_cr1_1040,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1040.JPG,CR1_1040,4500,3000,2125947,67bd88481bcfd5a776ea9524c6d0f79856c80ef76dd4d92ad4dbef6adfc713e8,5595ab2a5555958a
cubit_train_cr1_1041,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1041.JPG,CR1_1041,4500,3000,2183290,d62a35fb885f21e48440f1a1c61b19d89dac21780d81e031e888be06766888c6,00f3246f17f4630f
cubit_train_cr1_1042,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1042.JPG,CR1_1042,4500,3000,2161173,a549ddf2886aaff4dba6f5014f6f679befebe54bb0a8759daf609ebe08854384,01aa15ab1f572a4f
cubit_train_cr1_1043,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1043.JPG,CR1_1043,4500,3000,2168952,8603c46a8011ecb0c994a74af1a1d7f578fbeb65662a20393f755ebb88543e35,45aa176555aa55aa
cubit_train_cr1_1044,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1044.JPG,CR1_1044,4500,3000,2134449,97671d656b4387f290b6728175253a1dbbb79bf73ce84a8c7e9fb43e3681a4f3,54ab1ab62a55aaaa
cubit_train_cr1_1045,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1045.JPG,CR1_1045,4500,3000,2138094,dbd18847c9ccb1933de652d332b2487660c5c361c9e15794271b9a5a4364d1e2,52a5aa550eaaaab5
cubit_train_cr1_1046,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1046.JPG,CR1_1046,4500,3000,2121491,fe72560ea6d756654c354320d23a12add62deb87be7c3694a072063b049ffa1b,5195adaa2a4555d5
cubit_train_cr1_1047,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1047.JPG,CR1_1047,4500,3000,2003924,5e5f743216ef5aaed59164d150ebc788c8d4627826d147481da8503fd079daca,52aab556a9b44a55
cubit_train_cr1_1048,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1048.JPG,CR1_1048,4500,3000,1887694,2652ee2336b667249c44c7d5cc9a12786c3a410caddcc196efe6887eae36309c,52adb64a95b2aa54
cubit_train_cr1_1049,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1049.JPG,CR1_1049,4500,3000,2013449,2c734dd44845e7c31850aa4fe7332c4f341aa0ce8002de9e623902c9a4ed5a07,59b5926b9495a954
cubit_train_cr1_105,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_105.JPG,CR1_105,4500,3000,3011301,57bbcfd80d0c298418304c9844750385bf0136dfc81d9cc027ac72845fe694ee,6ae2d5952a2c0ee3
cubit_train_cr1_1050,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1050.JPG,CR1_1050,4500,3000,1899384,4197dc8b8959cb41b8ad137a8819f225b846b8636ee1c61e7b62b278dd78459b,5554916992dda55a
cubit_train_cr1_1051,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1051.JPG,CR1_1051,4500,3000,2036288,8a9729b18eb49ccba5e64d58b9707f9d9282aa5dc182367451b712f0713b8c62,4452d96d9b54b44b
cubit_train_cr1_1052,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1052.JPG,CR1_1052,4500,3000,1925305,4d04825ca306ee1d38c81250e0d93faef5f3e9cb68de7adc5a6d8c6aa4a516c6,425bdc26995eb249
cubit_train_cr1_1054,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1054.JPG,CR1_1054,4500,3000,1841912,5c817b4545b3ae73153866824520305fd7c2d4ba7e6ff97414ac51bb2366b1b8,5229a55a4b55aaae
cubit_train_cr1_1056,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1056.JPG,CR1_1056,4500,3000,1858786,5098e90fb8cac1c3ecbffbae521eac9b8083946e8e0db43c761b459895633ff9,55549669255ab5a5
cubit_train_cr1_1057,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1057.JPG,CR1_1057,4500,3000,1892524,64d2ddd7f9ef8a3537bcceaa180d9d9b7b9d3b7a206959431d7083f58ca1c712,4656d26d24cb96a3
cubit_train_cr1_1058,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1058.JPG,CR1_1058,4500,3000,1887868,ef67c091134abf729a158cf4db669593a9297b6fd586b13d2002c47e33d459c7,4253db2636cd96b0
cubit_train_cr1_106,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_106.JPG,CR1_106,4500,3000,3069997,f6af3cbcb55fe8c505b5c8931117b19b85345ecc322b51a0f9231a3e7535f897,2aaad5d52a2e0ce9
cubit_train_cr1_1060,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1060.JPG,CR1_1060,4500,3000,1825516,3a831a9e2f5e8827268761cf542d4c9648ba9729e678fa869768aef178e44007,5269a5566a5554b3
cubit_train_cr1_1061,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1061.JPG,CR1_1061,4500,3000,1950402,0361b6bbbe8b1ed60a3ca02b1c115c0af426fad067828f1fc8d6c215de9ba97b,5955b5522b465a95
cubit_train_cr1_1062,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1062.JPG,CR1_1062,4500,3000,1846528,09b94f83f04e876320d4871dab6abef20550628556b6ab6be13c4463f0dee4ac,5d549659ad564a94
cubit_train_cr1_1064,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1064.JPG,CR1_1064,4500,3000,1879187,9300e54772a6b1cd483bc93aa4f4568b975174648cd513c8fcd2d1dbfa70c1c0,4253db4ca6496d9a
cubit_train_cr1_1065,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1065.JPG,CR1_1065,4500,3000,1793091,1ba2b9e0e79b98003d8e2849a2d894fb33e1ff2a74506a9049ad4130bdef00ed,545aaaad544a5d55
cubit_train_cr1_1066,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1066.JPG,CR1_1066,4500,3000,1769694,7bf50e7147f293c367b873866dcddb1a33e0b387bd58d1e3b82a24bd9f65f595,5259adb5aaaa4c52
cubit_train_cr1_1067,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1067.JPG,CR1_1067,4500,3000,1796458,59f8b218bb97ce504847512ecbf6b0f3534362ca6e4e3282b00698465f597d5b,594db594ab29465a
cubit_train_cr1_1068,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1068.JPG,CR1_1068,4500,3000,1792670,4f63696aadb0008fcab479b50c03690604ad35f5ed6b1fceb62dc261c6bd52ff,5d4496d6a925474b
cubit_train_cr1_1069,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1069.JPG,CR1_1069,4500,3000,1830467,bd99b8f4f0cabf7bc45c8dcfa22a0b6bfbbd6d3ddc70ad8f84ef4c6c26eb7987,4c46925aadb46b4d
cubit_train_cr1_107,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_107.JPG,CR1_107,4500,3000,2824131,04af361e40f42a97eca69f264f1fcf69ab240dd9947e71a0a527bc8584e1d000,2ab5d2d42d2e05e9
cubit_train_cr1_1070,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1070.JPG,CR1_1070,4500,3000,1828480,d18724eae14e1e0a10e45a88cb6bc73a0899c31fe55683e4489600fff3aea250,46639b5ba6326a45
cubit_train_cr1_1071,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1071.JPG,CR1_1071,4500,3000,1991188,4dd91a065f6d1b96f91a5c0136aab8487b925242135d4db50a11cf224fd82f37,011f3cfec1e1e1c1
cubit_train_cr1_1073,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1073.JPG,CR1_1073,4500,3000,2004488,335c5db2b7b570237b4cfa1e30a2556a1e9b8a48f08de1a20576288248b828cf,00000f7ff8f8f8f8
cubit_train_cr1_1074,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1074.JPG,CR1_1074,4500,3000,1893596,f59368a5b6ccb2a406ceeb5a9002460967daa7b97ccd6b5c45f07ea065672eb1,01000000fcffffff
cubit_train_cr1_1076,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1076.JPG,CR1_1076,4500,3000,1903367,227f9b232ceb818e5f467a98b671403b971cc45826b83e27390de80ddc8e98a8,555a1a3ad2575589
cubit_train_cr1_1077,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1077.JPG,CR1_1077,4500,3000,1834238,b752d9865276bcae3506dcd4503f8a38b5e0dabe8668dea2bc4cb1c2453fbd65,001f1c7e3e0c3e7c
cubit_train_cr1_1078,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1078.JPG,CR1_1078,4500,3000,1817687,8aa7fa77b07bf8e8e98275c0fbe70869b021385f989b89c7ec76ad84b290f003,00070f3f1f0f1f0f
cubit_train_cr1_1079,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1079.JPG,CR1_1079,4500,3000,1843258,b1c0cf6827e14227e4c1b671a1563a4316fe4098f9d1c27891b7c6f6337d316d,0000070f0fbf1fff
cubit_train_cr1_108,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_108.JPG,CR1_108,4500,3000,2837347,a18acae8fbd56a4e6a0cede3be4100a792a227de7bb0f709f1b6b4746ab011e5,55eafe998580073a
cubit_train_cr1_1080,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1080.JPG,CR1_1080,4500,3000,1836909,21e833acdb89e9ac12d30913fe1ff4632674a3d07b1f304dd548966313505a27,4b5f010101979dff
cubit_train_cr1_1082,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1082.JPG,CR1_1082,4500,3000,1841508,ab3fa66d55bae56dce3cf222d9bbbc4b3360a6d54c37af61d3785c33d37fd508,45695a2afa9a5255
cubit_train_cr1_1085,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1085.JPG,CR1_1085,4500,3000,1901668,f84d294b0090063c6325ea912c750ccc17118faf880572243dfc4e1cc7cec031,0000007f0fffddbb
cubit_train_cr1_1086,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1086.JPG,CR1_1086,4500,3000,1800649,d3042b81aaeed335f22b422909476328ad235b2f521f3cf16fa06b34c2c93247,497f163b00e3de18
cubit_train_cr1_1087,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1087.JPG,CR1_1087,4500,3000,1932882,644266f1cd665a1230870f7a19e2e45d226e87be5f32ad8546d4fd5435ea9427,4548522967fb8a9e
cubit_train_cr1_1088,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1088.JPG,CR1_1088,4500,3000,1808011,5810ae8dca588feda908a617e16371c9e46523e4ebdbc5e0ededc2b55346be37,4569532d63e8aaaa
cubit_train_cr1_1089,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1089.JPG,CR1_1089,4500,3000,1760604,4a03b840a86c1a42d1e954873e668bbe284f5b9ef3e123e438963f7761899299,000f03017efffd83
cubit_train_cr1_1090,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1090.JPG,CR1_1090,4500,3000,1735372,881471f8681b8799b2d8d26585ac462b17f7e714015481c6c0ec42fd972891ab,000001007f7fffff
cubit_train_cr1_1091,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1091.JPG,CR1_1091,4500,3000,1753981,233b84cb845bdac50bcea7b1e65966599a0877cbd2f5c3d816a3398e2d5bc6ab,000000f21f6ffeff
cubit_train_cr1_1092,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1092.JPG,CR1_1092,4500,3000,1748172,b9a4e1ef8f9e7592d2a1949a9ecb706565f121fecd685d4a39a24318b54e8b8f,007f567b0b0063ef
cubit_train_cr1_1093,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1093.JPG,CR1_1093,4500,3000,1777715,ed07eb6d5794671d25201df0c32e2e824d846f0a5ab1ccd380078fc4c9a03f34,456856390b67e9aa
cubit_train_cr1_1096,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1096.JPG,CR1_1096,4500,3000,1964306,fc7ab7b8f22099ba2a5958c215c8415b2370f390dbb0c4e89dcadbc39ea0c175,1bc73808e73f3886
cubit_train_cr1_1098,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1098.JPG,CR1_1098,4500,3000,1854841,1c7cbd456a48d64ee810f668b21ba7a84949f1e377b2d90dedce759236afd742,1cf51d45f8aa2aa2
cubit_train_cr1_1099,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1099.JPG,CR1_1099,4500,3000,1926457,1bd5bded36576a0942e1c9f17373f0d25246feb192319baa40698c65835568d4,07f01642faab2de1
cubit_train_cr1_110,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_110.JPG,CR1_110,4500,3000,2894411,fc9cd624acd4d372ca0dd249990078e7660d59ec5470b837947846f7be3a7626,62eee58c96e32119
cubit_train_cr1_1101,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1101.JPG,CR1_1101,4500,3000,2073908,328c45ead8f28cb9acea2873060fb46c8189f40d93327bf95280245b2c0b8950,3bcf731000c6fb38
cubit_train_cr1_1102,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1102.JPG,CR1_1102,4500,3000,2004506,ed5fa1d6b8484d809c01701b6b402268d4cc4afba1f90658bfb1e76353f9e0a7,19c73b18c0c7f91c
cubit_train_cr1_1103,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1103.JPG,CR1_1103,4500,3000,1965340,77504893d18e9fc76c2600f8a69e87a027771af910e5210ab35bef5d902cedc3,18c0381ff7e3181f
cubit_train_cr1_1105,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1105.JPG,CR1_1105,4500,3000,1846510,fe54aeb4ba353b2c1514229387936c1d3455f114d7dd732306efd4b16c0265a1,07f1575552fa0e0a
cubit_train_cr1_1106,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1106.JPG,CR1_1106,4500,3000,1766004,5eddf0978f2d4a2fd7b3709238fd61306ed44c67c85cdfdae8d515c9faf4cfa7,03f45a526afa0b1d
cubit_train_cr1_1107,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1107.JPG,CR1_1107,4500,3000,2288389,a18319669342031bbbfdf410226a59f62eed0f9822528eb2f68b0da17b25a711,33cff73a0004c0f7
cubit_train_cr1_1108,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1108.JPG,CR1_1108,4500,3000,2099509,9dde39f90b2c22b6bee2fff116186a472809aa6b918225fcf5ead3917baa32ab,19c7f33d1826c073
cubit_train_cr1_1109,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1109.JPG,CR1_1109,4500,3000,2168215,20f4a4947bb2fc776be5969259b4694a45864eb46934e0662d796d15e41020bf,18c0e01fdf37e330
cubit_train_cr1_111,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_111.JPG,CR1_111,4500,3000,2857689,f29aa28680c2724618dcc8dcedd11ffdcfa75a090974cd9e4cb4837ebce316aa,6aead4d5d3a0341c
cubit_train_cr1_1110,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1110.JPG,CR1_1110,4500,3000,1959140,b4d60355d9448f6a36a70f26988d7e9bb3d20c288f5b33ec34257ca34cd4fe0d,1ee1fc1d4511c17c
cubit_train_cr1_1111,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1111.JPG,CR1_1111,4500,3000,2016464,bac2d77757b092737ae5fb12169a87c07a4b366acc46b5a3a653c1117074eded,0ff155155514d15e
