match_type,phash_hamming_distance,cross_split,left_record_id,left_split,left_member,right_record_id,right_split,right_member
exact_bytes,0,True,cubit_train_sp0_1748,train,images/SP0_1748.JPG,cubit_test_sp1_1742,test,images/SP1_1742.JPG
exact_bytes,0,True,cubit_train_sp0_1778,train,images/SP0_1778.JPG,cubit_val_sp1_1772,val,images/SP1_1772.JPG
exact_bytes,0,True,cubit_train_sp0_1781,train,images/SP0_1781.JPG,cubit_val_sp1_1775,val,images/SP1_1775.JPG
exact_bytes,0,True,cubit_train_sp0_1813,train,images/SP0_1813.JPG,cubit_test_sp1_1807,test,images/SP1_1807.JPG
exact_bytes,0,True,cubit_train_sp0_1848,train,images/SP0_1848.JPG,cubit_val_sp1_1840,val,images/SP1_1840.JPG
exact_bytes,0,True,cubit_train_sp0_1854,train,images/SP0_1854.JPG,cubit_val_sp1_1846,val,images/SP1_1846.JPG
exact_bytes,0,True,cubit_train_sp0_187,train,images/SP0_187.JPG,cubit_test_sp1_193,test,images/SP1_193.JPG
exact_bytes,0,True,cubit_train_sp0_188,train,images/SP0_188.JPG,cubit_test_sp1_194,test,images/SP1_194.JPG
exact_bytes,0,True,cubit_train_sp0_1881,train,images/SP0_1881.JPG,cubit_test_sp1_1873,test,images/SP1_1873.JPG
exact_bytes,0,True,cubit_train_sp0_1889,train,images/SP0_1889.JPG,cubit_test_sp1_1881,test,images/SP1_1881.JPG
exact_bytes,0,True,cubit_train_sp0_261,train,images/SP0_261.JPG,cubit_test_sp1_267,test,images/SP1_267.JPG
exact_bytes,0,True,cubit_train_sp0_27,train,images/SP0_27.JPG,cubit_test_sp1_27,test,images/SP1_27.JPG
exact_bytes,0,True,cubit_train_sp0_291,train,images/SP0_291.JPG,cubit_test_sp1_300,test,images/SP1_300.JPG
exact_bytes,0,True,cubit_train_sp0_293,train,images/SP0_293.JPG,cubit_val_sp1_302,val,images/SP1_302.JPG
exact_bytes,0,True,cubit_train_sp0_318,train,images/SP0_318.JPG,cubit_test_sp1_327,test,images/SP1_327.JPG
exact_bytes,0,True,cubit_train_sp0_322,train,images/SP0_322.JPG,cubit_val_sp1_331,val,images/SP1_331.JPG
exact_bytes,0,True,cubit_train_sp0_328,train,images/SP0_328.JPG,cubit_test_sp1_337,test,images/SP1_337.JPG
exact_bytes,0,True,cubit_train_sp0_34,train,images/SP0_34.JPG,cubit_val_sp1_34,val,images/SP1_34.JPG
exact_bytes,0,True,cubit_train_sp0_359,train,images/SP0_359.JPG,cubit_val_sp1_354,val,images/SP1_354.JPG
exact_bytes,0,True,cubit_train_sp0_360,train,images/SP0_360.JPG,cubit_test_sp1_355,test,images/SP1_355.JPG
exact_bytes,0,True,cubit_train_sp0_388,train,images/SP0_388.JPG,cubit_val_sp1_383,val,images/SP1_383.JPG
exact_bytes,0,True,cubit_train_sp0_391,train,images/SP0_391.JPG,cubit_test_sp1_386,test,images/SP1_386.JPG
exact_bytes,0,True,cubit_train_sp0_392,train,images/SP0_392.JPG,cubit_val_sp1_387,val,images/SP1_387.JPG
exact_bytes,0,True,cubit_train_sp0_395,train,images/SP0_395.JPG,cubit_test_sp1_390,test,images/SP1_390.JPG
exact_bytes,0,True,cubit_train_sp0_397,train,images/SP0_397.JPG,cubit_test_sp1_392,test,images/SP1_392.JPG
exact_bytes,0,True,cubit_train_sp0_424,train,images/SP0_424.JPG,cubit_val_sp1_419,val,images/SP1_419.JPG
exact_bytes,0,True,cubit_train_sp0_429,train,images/SP0_429.JPG,cubit_test_sp1_424,test,images/SP1_424.JPG
exact_bytes,0,True,cubit_train_sp0_463,train,images/SP0_463.JPG,cubit_test_sp1_458,test,images/SP1_458.JPG
exact_bytes,0,True,cubit_train_sp0_467,train,images/SP0_467.JPG,cubit_test_sp1_462,test,images/SP1_462.JPG
exact_bytes,0,True,cubit_train_sp0_53,train,images/SP0_53.JPG,cubit_test_sp1_57,test,images/SP1_57.JPG
exact_bytes,0,True,cubit_train_sp0_536,train,images/SP0_536.JPG,cubit_test_sp1_531,test,images/SP1_531.JPG
exact_bytes,0,True,cubit_train_sp0_537,train,images/SP0_537.JPG,cubit_test_sp1_532,test,images/SP1_532.JPG
exact_bytes,0,True,cubit_train_sp0_56,train,images/SP0_56.JPG,cubit_test_sp1_60,test,images/SP1_60.JPG
exact_bytes,0,True,cubit_train_sp0_566,train,images/SP0_566.JPG,cubit_test_sp1_561,test,images/SP1_561.JPG
exact_bytes,0,True,cubit_train_sp0_598,train,images/SP0_598.JPG,cubit_test_sp1_593,test,images/SP1_593.JPG
exact_bytes,0,True,cubit_train_sp0_60,train,images/SP0_60.JPG,cubit_val_sp1_64,val,images/SP1_64.JPG
exact_bytes,0,True,cubit_train_sp0_605,train,images/SP0_605.JPG,cubit_val_sp1_600,val,images/SP1_600.JPG
exact_bytes,0,True,cubit_train_sp0_607,train,images/SP0_607.JPG,cubit_test_sp1_602,test,images/SP1_602.JPG
exact_bytes,0,True,cubit_train_sp0_61,train,images/SP0_61.JPG,cubit_test_sp1_65,test,images/SP1_65.JPG
exact_bytes,0,True,cubit_train_sp0_634,train,images/SP0_634.JPG,cubit_val_sp1_629,val,images/SP1_629.JPG
exact_bytes,0,True,cubit_train_sp0_636,train,images/SP0_636.JPG,cubit_val_sp1_631,val,images/SP1_631.JPG
exact_bytes,0,True,cubit_train_sp0_668,train,images/SP0_668.JPG,cubit_test_sp1_663,test,images/SP1_663.JPG
exact_bytes,0,True,cubit_train_sp0_670,train,images/SP0_670.JPG,cubit_test_sp1_665,test,images/SP1_665.JPG
exact_bytes,0,True,cubit_train_sp0_672,train,images/SP0_672.JPG,cubit_val_sp1_667,val,images/SP1_667.JPG
exact_bytes,0,True,cubit_train_sp0_677,train,images/SP0_677.JPG,cubit_val_sp1_672,val,images/SP1_672.JPG
exact_bytes,0,True,cubit_train_sp0_712,train,images/SP0_712.JPG,cubit_val_sp1_707,val,images/SP1_707.JPG
exact_bytes,0,True,cubit_train_sp0_739,train,images/SP0_739.JPG,cubit_test_sp1_734,test,images/SP1_734.JPG
exact_bytes,0,True,cubit_train_sp0_745,train,images/SP0_745.JPG,cubit_val_sp1_740,val,images/SP1_740.JPG
exact_bytes,0,True,cubit_train_sp0_748,train,images/SP0_748.JPG,cubit_val_sp1_743,val,images/SP1_743.JPG
exact_bytes,0,True,cubit_train_sp0_776,train,images/SP0_776.JPG,cubit_test_sp1_771,test,images/SP1_771.JPG
exact_bytes,0,True,cubit_train_sp0_779,train,images/SP0_779.JPG,cubit_val_sp1_774,val,images/SP1_774.JPG
exact_bytes,0,True,cubit_train_sp0_781,train,images/SP0_781.JPG,cubit_test_sp1_776,test,images/SP1_776.JPG
exact_bytes,0,True,cubit_train_sp0_782,train,images/SP0_782.JPG,cubit_val_sp1_777,val,images/SP1_777.JPG
exact_bytes,0,True,cubit_train_sp0_808,train,images/SP0_808.JPG,cubit_test_sp1_803,test,images/SP1_803.JPG
exact_bytes,0,True,cubit_train_sp0_810,train,images/SP0_810.JPG,cubit_test_sp1_805,test,images/SP1_805.JPG
exact_bytes,0,True,cubit_train_sp0_90,train,images/SP0_90.JPG,cubit_test_sp1_95,test,images/SP1_95.JPG
exact_bytes,0,True,cubit_train_sp0_903,train,images/SP0_903.JPG,cubit_test_sp1_884,test,images/SP1_884.JPG
exact_bytes,0,True,cubit_train_sp0_904,train,images/SP0_904.JPG,cubit_val_sp1_885,val,images/SP1_885.JPG
exact_bytes,0,True,cubit_train_sp0_905,train,images/SP0_905.JPG,cubit_test_sp1_886,test,images/SP1_886.JPG
exact_bytes,0,True,cubit_train_sp0_937,train,images/SP0_937.JPG,cubit_test_sp1_918,test,images/SP1_918.JPG
exact_bytes,0,True,cubit_train_sp0_941,train,images/SP0_941.JPG,cubit_test_sp1_922,test,images/SP1_922.JPG
exact_bytes,0,True,cubit_train_sp0_974,train,images/SP0_974.JPG,cubit_test_sp1_955,test,images/SP1_955.JPG
exact_bytes,0,True,cubit_train_sp0_996,train,images/SP0_996.JPG,cubit_test_sp1_981,test,images/SP1_981.JPG
exact_bytes,0,True,cubit_train_sp1_1090,train,images/SP1_1090.JPG,cubit_val_sp0_1101,val,images/SP0_1101.JPG
exact_bytes,0,True,cubit_train_sp1_1091,train,images/SP1_1091.JPG,cubit_val_sp0_1102,val,images/SP0_1102.JPG
exact_bytes,0,True,cubit_train_sp1_1122,train,images/SP1_1122.JPG,cubit_val_sp0_1133,val,images/SP0_1133.JPG
exact_bytes,0,True,cubit_train_sp1_1157,train,images/SP1_1157.JPG,cubit_test_sp0_1168,test,images/SP0_1168.JPG
exact_bytes,0,True,cubit_train_sp1_1192,train,images/SP1_1192.JPG,cubit_val_sp0_1203,val,images/SP0_1203.JPG
exact_bytes,0,True,cubit_train_sp1_1198,train,images/SP1_1198.JPG,cubit_val_sp0_1209,val,images/SP0_1209.JPG
exact_bytes,0,True,cubit_train_sp1_1230,train,images/SP1_1230.JPG,cubit_test_sp0_1241,test,images/SP0_1241.JPG
exact_bytes,0,True,cubit_train_sp1_1261,train,images/SP1_1261.JPG,cubit_val_sp0_1272,val,images/SP0_1272.JPG
exact_bytes,0,True,cubit_train_sp1_1262,train,images/SP1_1262.JPG,cubit_val_sp0_1273,val,images/SP0_1273.JPG
exact_bytes,0,True,cubit_train_sp1_133,train,images/SP1_133.JPG,cubit_test_sp0_128,test,images/SP0_128.JPG
exact_bytes,0,True,cubit_train_sp1_1332,train,images/SP1_1332.JPG,cubit_val_sp0_1343,val,images/SP0_1343.JPG
exact_bytes,0,True,cubit_train_sp1_1337,train,images/SP1_1337.JPG,cubit_val_sp0_1348,val,images/SP0_1348.JPG
exact_bytes,0,True,cubit_train_sp1_1367,train,images/SP1_1367.JPG,cubit_test_sp0_1378,test,images/SP0_1378.JPG
exact_bytes,0,True,cubit_train_sp1_1369,train,images/SP1_1369.JPG,cubit_test_sp0_1380,test,images/SP0_1380.JPG
exact_bytes,0,True,cubit_train_sp1_1399,train,images/SP1_1399.JPG,cubit_val_sp0_1406,val,images/SP0_1406.JPG
exact_bytes,0,True,cubit_train_sp1_1405,train,images/SP1_1405.JPG,cubit_val_sp0_1412,val,images/SP0_1412.JPG
exact_bytes,0,True,cubit_train_sp1_1434,train,images/SP1_1434.JPG,cubit_test_sp0_1441,test,images/SP0_1441.JPG
exact_bytes,0,True,cubit_train_sp1_1504,train,images/SP1_1504.JPG,cubit_test_sp0_1511,test,images/SP0_1511.JPG
exact_bytes,0,True,cubit_train_sp1_154,train,images/SP1_154.JPG,cubit_val_sp0_148,val,images/SP0_148.JPG
exact_bytes,0,True,cubit_train_sp1_155,train,images/SP1_155.JPG,cubit_test_sp0_149,test,images/SP0_149.JPG
exact_bytes,0,True,cubit_train_sp1_1559,train,images/SP1_1559.JPG,cubit_val_sp0_1565,val,images/SP0_1565.JPG
exact_bytes,0,True,cubit_train_sp1_1563,train,images/SP1_1563.JPG,cubit_test_sp0_1569,test,images/SP0_1569.JPG
exact_bytes,0,True,cubit_train_sp1_1564,train,images/SP1_1564.JPG,cubit_test_sp0_1570,test,images/SP0_1570.JPG
exact_bytes,0,True,cubit_train_sp1_157,train,images/SP1_157.JPG,cubit_test_sp0_151,test,images/SP0_151.JPG
exact_bytes,0,True,cubit_train_sp1_1597,train,images/SP1_1597.JPG,cubit_val_sp0_1603,val,images/SP0_1603.JPG
exact_bytes,0,True,cubit_train_sp1_1598,train,images/SP1_1598.JPG,cubit_val_sp0_1604,val,images/SP0_1604.JPG
exact_bytes,0,True,cubit_train_sp1_160,train,images/SP1_160.JPG,cubit_test_sp0_154,test,images/SP0_154.JPG
exact_bytes,0,True,cubit_train_sp1_1600,train,images/SP1_1600.JPG,cubit_test_sp0_1606,test,images/SP0_1606.JPG
exact_bytes,0,True,cubit_train_sp1_1634,train,images/SP1_1634.JPG,cubit_val_sp0_1640,val,images/SP0_1640.JPG
exact_bytes,0,True,cubit_train_sp1_1671,train,images/SP1_1671.JPG,cubit_test_sp0_1677,test,images/SP0_1677.JPG
exact_bytes,0,True,cubit_train_sp1_1673,train,images/SP1_1673.JPG,cubit_val_sp0_1679,val,images/SP0_1679.JPG
exact_bytes,0,True,cubit_train_sp1_1740,train,images/SP1_1740.JPG,cubit_test_sp0_1746,test,images/SP0_1746.JPG
exact_bytes,0,True,cubit_train_sp1_1741,train,images/SP1_1741.JPG,cubit_val_sp0_1747,val,images/SP0_1747.JPG
exact_bytes,0,True,cubit_train_sp1_1743,train,images/SP1_1743.JPG,cubit_test_sp0_1749,test,images/SP0_1749.JPG
exact_bytes,0,True,cubit_train_sp1_1770,train,images/SP1_1770.JPG,cubit_test_sp0_1776,test,images/SP0_1776.JPG
exact_bytes,0,True,cubit_train_sp1_1804,train,images/SP1_1804.JPG,cubit_test_sp0_1810,test,images/SP0_1810.JPG
exact_bytes,0,True,cubit_train_sp1_1805,train,images/SP1_1805.JPG,cubit_val_sp0_1811,val,images/SP0_1811.JPG
exact_bytes,0,True,cubit_train_sp1_1839,train,images/SP1_1839.JPG,cubit_test_sp0_1847,test,images/SP0_1847.JPG
exact_bytes,0,True,cubit_train_sp1_1843,train,images/SP1_1843.JPG,cubit_val_sp0_1851,val,images/SP0_1851.JPG
exact_bytes,0,True,cubit_train_sp1_1845,train,images/SP1_1845.JPG,cubit_test_sp0_1853,test,images/SP0_1853.JPG
exact_bytes,0,True,cubit_train_sp1_1847,train,images/SP1_1847.JPG,cubit_val_sp0_1855,val,images/SP0_1855.JPG
exact_bytes,0,True,cubit_train_sp1_187,train,images/SP1_187.JPG,cubit_val_sp0_181,val,images/SP0_181.JPG
exact_bytes,0,True,cubit_train_sp1_1872,train,images/SP1_1872.JPG,cubit_val_sp0_1880,val,images/SP0_1880.JPG
exact_bytes,0,True,cubit_train_sp1_1879,train,images/SP1_1879.JPG,cubit_val_sp0_1887,val,images/SP0_1887.JPG
exact_bytes,0,True,cubit_train_sp1_190,train,images/SP1_190.JPG,cubit_test_sp0_184,test,images/SP0_184.JPG
exact_bytes,0,True,cubit_train_sp1_1914,train,images/SP1_1914.JPG,cubit_test_sp0_1922,test,images/SP0_1922.JPG
exact_bytes,0,True,cubit_train_sp1_192,train,images/SP1_192.JPG,cubit_test_sp0_186,test,images/SP0_186.JPG
exact_bytes,0,True,cubit_train_sp1_196,train,images/SP1_196.JPG,cubit_val_sp0_190,val,images/SP0_190.JPG
exact_bytes,0,True,cubit_train_sp1_222,train,images/SP1_222.JPG,cubit_test_sp0_216,test,images/SP0_216.JPG
exact_bytes,0,True,cubit_train_sp1_223,train,images/SP1_223.JPG,cubit_val_sp0_217,val,images/SP0_217.JPG
exact_bytes,0,True,cubit_train_sp1_229,train,images/SP1_229.JPG,cubit_test_sp0_223,test,images/SP0_223.JPG
exact_bytes,0,True,cubit_train_sp1_230,train,images/SP1_230.JPG,cubit_test_sp0_224,test,images/SP0_224.JPG
exact_bytes,0,True,cubit_train_sp1_231,train,images/SP1_231.JPG,cubit_test_sp0_225,test,images/SP0_225.JPG
exact_bytes,0,True,cubit_train_sp1_261,train,images/SP1_261.JPG,cubit_test_sp0_255,test,images/SP0_255.JPG
exact_bytes,0,True,cubit_train_sp1_328,train,images/SP1_328.JPG,cubit_val_sp0_319,val,images/SP0_319.JPG
exact_bytes,0,True,cubit_train_sp1_33,train,images/SP1_33.JPG,cubit_val_sp0_33,val,images/SP0_33.JPG
exact_bytes,0,True,cubit_train_sp1_334,train,images/SP1_334.JPG,cubit_test_sp0_325,test,images/SP0_325.JPG
exact_bytes,0,True,cubit_train_sp1_335,train,images/SP1_335.JPG,cubit_val_sp0_326,val,images/SP0_326.JPG
exact_bytes,0,True,cubit_train_sp1_358,train,images/SP1_358.JPG,cubit_val_sp0_363,val,images/SP0_363.JPG
exact_bytes,0,True,cubit_train_sp1_384,train,images/SP1_384.JPG,cubit_test_sp0_389,test,images/SP0_389.JPG
exact_bytes,0,True,cubit_train_sp1_454,train,images/SP1_454.JPG,cubit_val_sp0_459,val,images/SP0_459.JPG
exact_bytes,0,True,cubit_train_sp1_455,train,images/SP1_455.JPG,cubit_val_sp0_460,val,images/SP0_460.JPG
exact_bytes,0,True,cubit_train_sp1_457,train,images/SP1_457.JPG,cubit_test_sp0_462,test,images/SP0_462.JPG
exact_bytes,0,True,cubit_train_sp1_489,train,images/SP1_489.JPG,cubit_test_sp0_494,test,images/SP0_494.JPG
exact_bytes,0,True,cubit_train_sp1_491,train,images/SP1_491.JPG,cubit_val_sp0_496,val,images/SP0_496.JPG
exact_bytes,0,True,cubit_train_sp1_492,train,images/SP1_492.JPG,cubit_val_sp0_497,val,images/SP0_497.JPG
exact_bytes,0,True,cubit_train_sp1_497,train,images/SP1_497.JPG,cubit_val_sp0_502,val,images/SP0_502.JPG
exact_bytes,0,True,cubit_train_sp1_526,train,images/SP1_526.JPG,cubit_test_sp0_531,test,images/SP0_531.JPG
exact_bytes,0,True,cubit_train_sp1_527,train,images/SP1_527.JPG,cubit_test_sp0_532,test,images/SP0_532.JPG
exact_bytes,0,True,cubit_train_sp1_529,train,images/SP1_529.JPG,cubit_test_sp0_534,test,images/SP0_534.JPG
exact_bytes,0,True,cubit_train_sp1_563,train,images/SP1_563.JPG,cubit_test_sp0_568,test,images/SP0_568.JPG
exact_bytes,0,True,cubit_train_sp1_568,train,images/SP1_568.JPG,cubit_val_sp0_573,val,images/SP0_573.JPG
exact_bytes,0,True,cubit_train_sp1_58,train,images/SP1_58.JPG,cubit_test_sp0_54,test,images/SP0_54.JPG
exact_bytes,0,True,cubit_train_sp1_595,train,images/SP1_595.JPG,cubit_test_sp0_600,test,images/SP0_600.JPG
exact_bytes,0,True,cubit_train_sp1_596,train,images/SP1_596.JPG,cubit_val_sp0_601,val,images/SP0_601.JPG
exact_bytes,0,True,cubit_train_sp1_597,train,images/SP1_597.JPG,cubit_test_sp0_602,test,images/SP0_602.JPG
exact_bytes,0,True,cubit_train_sp1_598,train,images/SP1_598.JPG,cubit_test_sp0_603,test,images/SP0_603.JPG
exact_bytes,0,True,cubit_train_sp1_62,train,images/SP1_62.JPG,cubit_val_sp0_58,val,images/SP0_58.JPG
exact_bytes,0,True,cubit_train_sp1_63,train,images/SP1_63.JPG,cubit_test_sp0_59,test,images/SP0_59.JPG
exact_bytes,0,True,cubit_train_sp1_633,train,images/SP1_633.JPG,cubit_val_sp0_638,val,images/SP0_638.JPG
exact_bytes,0,True,cubit_train_sp1_670,train,images/SP1_670.JPG,cubit_val_sp0_675,val,images/SP0_675.JPG
exact_bytes,0,True,cubit_train_sp1_701,train,images/SP1_701.JPG,cubit_val_sp0_706,val,images/SP0_706.JPG
exact_bytes,0,True,cubit_train_sp1_702,train,images/SP1_702.JPG,cubit_val_sp0_707,val,images/SP0_707.JPG
exact_bytes,0,True,cubit_train_sp1_706,train,images/SP1_706.JPG,cubit_test_sp0_711,test,images/SP0_711.JPG
exact_bytes,0,True,cubit_train_sp1_738,train,images/SP1_738.JPG,cubit_val_sp0_743,val,images/SP0_743.JPG
exact_bytes,0,True,cubit_train_sp1_770,train,images/SP1_770.JPG,cubit_test_sp0_775,test,images/SP0_775.JPG
exact_bytes,0,True,cubit_train_sp1_773,train,images/SP1_773.JPG,cubit_val_sp0_778,val,images/SP0_778.JPG
exact_bytes,0,True,cubit_train_sp1_807,train,images/SP1_807.JPG,cubit_test_sp0_812,test,images/SP0_812.JPG
exact_bytes,0,True,cubit_train_sp1_813,train,images/SP1_813.JPG,cubit_val_sp0_818,val,images/SP0_818.JPG
exact_bytes,0,True,cubit_train_sp1_834,train,images/SP1_834.JPG,cubit_test_sp0_846,test,images/SP0_846.JPG
exact_bytes,0,True,cubit_train_sp1_856,train,images/SP1_856.JPG,cubit_val_sp0_875,val,images/SP0_875.JPG
exact_bytes,0,True,cubit_train_sp1_883,train,images/SP1_883.JPG,cubit_test_sp0_902,test,images/SP0_902.JPG
exact_bytes,0,True,cubit_train_sp1_888,train,images/SP1_888.JPG,cubit_test_sp0_907,test,images/SP0_907.JPG
exact_bytes,0,True,cubit_train_sp1_891,train,images/SP1_891.JPG,cubit_test_sp0_910,test,images/SP0_910.JPG
exact_bytes,0,True,cubit_train_sp1_893,train,images/SP1_893.JPG,cubit_val_sp0_912,val,images/SP0_912.JPG
exact_bytes,0,True,cubit_train_sp1_920,train,images/SP1_920.JPG,cubit_test_sp0_939,test,images/SP0_939.JPG
exact_bytes,0,True,cubit_train_sp1_923,train,images/SP1_923.JPG,cubit_test_sp0_942,test,images/SP0_942.JPG
exact_bytes,0,True,cubit_train_sp1_949,train,images/SP1_949.JPG,cubit_test_sp0_968,test,images/SP0_968.JPG
exact_bytes,0,True,cubit_train_sp1_950,train,images/SP1_950.JPG,cubit_test_sp0_969,test,images/SP0_969.JPG
exact_bytes,0,True,cubit_train_sp1_988,train,images/SP1_988.JPG,cubit_val_sp0_1004,val,images/SP0_1004.JPG
exact_bytes,0,True,cubit_val_sp0_1350,val,images/SP0_1350.JPG,cubit_test_sp1_1339,test,images/SP1_1339.JPG
exact_bytes,0,True,cubit_val_sp0_1379,val,images/SP0_1379.JPG,cubit_test_sp1_1368,test,images/SP1_1368.JPG
exact_bytes,0,True,cubit_val_sp0_1539,val,images/SP0_1539.JPG,cubit_test_sp1_1532,test,images/SP1_1532.JPG
exact_bytes,0,True,cubit_val_sp0_567,val,images/SP0_567.JPG,cubit_test_sp1_562,test,images/SP1_562.JPG
exact_bytes,0,True,cubit_val_sp1_1193,val,images/SP1_1193.JPG,cubit_test_sp0_1204,test,images/SP0_1204.JPG
